ID,Measurement Date,Latitude,Longitude,Fixed?,Distance(miles),Bearing,Direction,Type,Derived?,Value,Unit,Source,Description,Meter,Probe
165527,3/23/11 10:13,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.021,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165529,3/23/11 10:18,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.028,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165531,3/23/11 10:23,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.034,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165533,3/23/11 11:05,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.03,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165535,3/23/11 11:11,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.02,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165537,3/23/11 11:15,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.023,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165539,3/23/11 11:17,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.024,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165541,3/23/11 11:20,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.022,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165543,3/23/11 11:26,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.028,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165545,3/23/11 11:31,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.032,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165547,3/23/11 11:50,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.025,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165549,3/23/11 11:55,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.022,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165551,3/23/11 11:59,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.027,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165553,3/23/11 12:02,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.029,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165555,3/23/11 12:13,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.023,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165557,3/23/11 12:18,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.026,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165559,3/23/11 12:24,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.029,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165561,3/23/11 12:49,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.021,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165563,3/23/11 12:58,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.022,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165565,3/23/11 13:02,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.024,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165567,3/23/11 13:04,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.02,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165569,3/23/11 13:09,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.024,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165571,3/23/11 13:13,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.026,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165573,3/23/11 13:21,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.026,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165575,3/23/11 14:35,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.038,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165577,3/23/11 14:41,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.035,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165579,3/23/11 14:45,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.047,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165581,3/23/11 14:56,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.052,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165583,3/23/11 15:01,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.026,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165585,3/23/11 15:07,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.045,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165587,3/23/11 15:11,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.032,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165589,3/23/11 15:26,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.031,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165591,3/23/11 15:31,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.031,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165593,3/23/11 15:35,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.041,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165595,3/23/11 15:40,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.03,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165597,3/23/11 15:45,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.029,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165599,3/23/11 15:49,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.033,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165601,3/23/11 15:54,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.05,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165603,3/23/11 16:19,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.032,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165605,3/23/11 16:24,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.038,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165607,3/23/11 16:27,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.028,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165609,3/23/11 16:31,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.031,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165611,3/23/11 16:36,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.029,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165613,3/23/11 16:41,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.042,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165615,3/23/11 16:47,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.043,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165617,3/23/11 17:10,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.029,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165619,3/23/11 17:16,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.028,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165621,3/23/11 17:20,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.035,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165623,3/23/11 17:23,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.033,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165625,3/23/11 17:29,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.024,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165627,3/23/11 17:33,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.052,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165629,3/23/11 17:45,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.035,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165631,3/23/11 18:11,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.029,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165633,3/23/11 18:18,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.039,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165635,3/23/11 18:26,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.026,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165637,3/23/11 18:30,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.022,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165639,3/23/11 18:39,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.03,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165641,3/23/11 18:45,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.037,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165643,3/23/11 18:51,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.023,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165645,3/23/11 19:15,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.03,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165647,3/23/11 19:23,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.031,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165649,3/23/11 19:54,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.027,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165651,3/23/11 19:58,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.038,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165653,3/23/11 20:03,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.02,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165655,3/23/11 20:09,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.031,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165657,3/23/11 20:15,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.022,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165659,3/23/11 20:42,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.032,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165661,3/23/11 20:50,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.03,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165663,3/23/11 20:54,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.03,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165665,3/23/11 20:58,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.018,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165667,3/23/11 21:03,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.045,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165669,3/23/11 21:08,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.031,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165671,3/23/11 21:14,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.025,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165673,3/23/11 22:14,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.04,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165675,3/23/11 22:21,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.037,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165677,3/23/11 22:25,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.036,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165679,3/23/11 22:30,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.022,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165681,3/23/11 22:42,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.034,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165683,3/23/11 22:48,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.035,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165685,3/23/11 22:55,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.026,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165687,3/23/11 23:38,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.037,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165689,3/23/11 23:45,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.035,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165691,3/23/11 23:51,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.028,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165693,3/23/11 23:55,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.027,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165695,3/24/11 0:01,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.027,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165697,3/24/11 0:07,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.024,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165699,3/24/11 0:12,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.031,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165701,3/24/11 2:25,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.03,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165703,3/24/11 2:35,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.032,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165705,3/24/11 2:45,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.024,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165707,3/24/11 2:51,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.032,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165709,3/24/11 2:58,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.02,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165711,3/24/11 3:05,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.033,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165713,3/24/11 3:10,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.027,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165715,3/24/11 3:26,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.037,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165717,3/24/11 3:31,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.021,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165719,3/24/11 3:35,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.029,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165721,3/24/11 3:38,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.027,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165723,3/24/11 3:53,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.021,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165725,3/24/11 3:56,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.028,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165727,3/24/11 4:04,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.03,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165729,3/24/11 4:15,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.03,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165731,3/24/11 4:24,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.019,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165733,3/23/11 4:27,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.019,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165735,3/24/11 4:31,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.026,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165737,3/24/11 4:36,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.022,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165739,3/24/11 4:40,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.026,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165741,3/24/11 4:47,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.031,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165743,3/24/11 4:56,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.028,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165745,3/24/11 5:03,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.022,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165747,3/24/11 5:06,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.02,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165749,3/24/11 5:09,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.022,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165751,3/24/11 5:15,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.031,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165753,3/24/11 5:19,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.037,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165755,3/24/11 5:25,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.024,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165757,3/24/11 5:45,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.029,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165759,3/24/11 5:51,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.024,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165761,3/24/11 5:57,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.022,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165763,3/24/11 6:01,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.022,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165765,3/24/11 6:06,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.018,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165767,3/24/11 6:12,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.024,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165769,3/24/11 6:17,35.45,139.45,Yes,162.0149358,213,SSW,Gamma,Yes,0.026,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165771,3/23/11 16:00,35.75,139.383333,Yes,147.2768517,218,SW,Gamma,Yes,0.017,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165777,3/23/11 16:00,35.75,139.383333,Yes,147.2768517,218,SW,Gamma,Yes,0.022,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165781,3/23/11 16:00,35.75,139.383333,Yes,147.2768517,218,SW,Gamma,Yes,0.011,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165783,3/23/11 18:00,35.75,139.383333,Yes,147.2768517,218,SW,Gamma,Yes,0.018,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165785,3/23/11 18:00,35.75,139.383333,Yes,147.2768517,218,SW,Gamma,Yes,0.024,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165789,3/23/11 18:00,35.75,139.383333,Yes,147.2768517,218,SW,Gamma,Yes,0.023,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165793,3/23/11 18:00,35.75,139.383333,Yes,147.2768517,218,SW,Gamma,Yes,0.012,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165795,3/23/11 20:00,35.75,139.383333,Yes,147.2768517,218,SW,Gamma,Yes,0.019,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165797,3/23/11 20:00,35.75,139.383333,Yes,147.2768517,218,SW,Gamma,Yes,0.027,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165799,3/23/11 20:00,35.75,139.383333,Yes,147.2768517,218,SW,Gamma,Yes,0.014,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165801,3/23/11 20:00,35.75,139.383333,Yes,147.2768517,218,SW,Gamma,Yes,0.022,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165805,3/23/11 20:00,35.75,139.383333,Yes,147.2768517,218,SW,Gamma,Yes,0.01,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165807,3/23/11 21:00,35.75,139.383333,Yes,147.2768517,218,SW,Gamma,Yes,0.014,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165809,3/23/11 21:00,35.75,139.383333,Yes,147.2768517,218,SW,Gamma,Yes,0.007,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165811,3/23/11 21:00,35.75,139.383333,Yes,147.2768517,218,SW,Gamma,Yes,0.022,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165813,3/23/11 21:00,35.75,139.383333,Yes,147.2768517,218,SW,Gamma,Yes,0.02,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165815,3/23/11 21:00,35.75,139.383333,Yes,147.2768517,218,SW,Gamma,Yes,0.03,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165817,3/23/11 21:00,35.75,139.383333,Yes,147.2768517,218,SW,Gamma,Yes,0.015,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165819,3/23/11 23:00,35.75,139.383333,Yes,147.2768517,218,SW,Gamma,Yes,0.019,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165821,3/23/11 23:00,35.75,139.383333,Yes,147.2768517,218,SW,Gamma,Yes,0.027,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165823,3/23/11 23:00,35.75,139.383333,Yes,147.2768517,218,SW,Gamma,Yes,0.011,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165827,3/23/11 23:00,35.75,139.383333,Yes,147.2768517,218,SW,Gamma,Yes,0.012,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165829,3/23/11 23:00,35.75,139.383333,Yes,147.2768517,218,SW,Gamma,Yes,0.018,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165831,3/24/11 2:00,35.75,139.383333,Yes,147.2768517,218,SW,Gamma,Yes,0.017,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165833,3/24/11 2:00,35.75,139.383333,Yes,147.2768517,218,SW,Gamma,Yes,0.013,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165835,3/24/11 2:00,35.75,139.383333,Yes,147.2768517,218,SW,Gamma,Yes,0.021,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165839,3/24/11 2:00,35.75,139.383333,Yes,147.2768517,218,SW,Gamma,Yes,0.032,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165841,3/24/11 2:00,35.75,139.383333,Yes,147.2768517,218,SW,Gamma,Yes,0.011,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165843,3/24/11 4:00,35.75,139.383333,Yes,147.2768517,218,SW,Gamma,Yes,0.019,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165845,3/24/11 4:00,35.75,139.383333,Yes,147.2768517,218,SW,Gamma,Yes,0.017,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165847,3/24/11 4:00,35.75,139.383333,Yes,147.2768517,218,SW,Gamma,Yes,0.009,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165849,3/24/11 4:00,35.75,139.383333,Yes,147.2768517,218,SW,Gamma,Yes,0.014,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165855,3/24/11 6:00,35.75,139.383333,Yes,147.2768517,218,SW,Gamma,Yes,0.016,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165857,3/24/11 6:00,35.75,139.383333,Yes,147.2768517,218,SW,Gamma,Yes,0.012,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165859,3/24/11 6:00,35.75,139.383333,Yes,147.2768517,218,SW,Gamma,Yes,0.02,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165861,3/24/11 6:00,35.75,139.383333,Yes,147.2768517,218,SW,Gamma,Yes,0.019,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165863,3/24/11 6:00,35.75,139.383333,Yes,147.2768517,218,SW,Gamma,Yes,0.01,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165865,3/24/11 6:00,35.75,139.383333,Yes,147.2768517,218,SW,Gamma,Yes,0.011,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165867,3/23/11 21:28,38.132683,140.925717,Yes,49.40312251,353,N,Gamma,Yes,0.022,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165869,3/23/11 22:48,38.132683,140.925717,Yes,49.40312251,353,N,Gamma,Yes,0.02,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165871,3/23/11 23:15,38.14135,140.933333,Yes,49.94968999,353,N,Gamma,Yes,0.036,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165873,3/23/11 23:24,38.139567,140.9157,Yes,49.94181549,352,N,Gamma,Yes,0.025,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165875,3/23/11 23:30,38.132683,140.925717,Yes,49.40312251,353,N,Gamma,Yes,0.023,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165877,3/24/11 0:10,38.14135,140.933333,Yes,49.94968999,353,N,Gamma,Yes,0.025,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165879,3/24/11 0:18,38.139567,140.9157,Yes,49.94181549,352,N,Gamma,Yes,0.035,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165881,3/24/11 0:23,38.132683,140.925717,Yes,49.40312251,353,N,Gamma,Yes,0.024,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165883,3/24/11 0:31,38.132683,140.925717,Yes,49.40312251,353,N,Gamma,Yes,0.02,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165885,3/24/11 1:35,38.132683,140.925717,Yes,49.40312251,353,N,Gamma,Yes,0.033,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165887,3/24/11 1:40,38.132683,140.925717,Yes,49.40312251,353,N,Gamma,Yes,0.029,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165889,3/24/11 1:45,38.132683,140.925717,Yes,49.40312251,353,N,Gamma,Yes,0.022,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165891,3/24/11 2:15,38.14135,140.933333,Yes,49.94968999,353,N,Gamma,Yes,0.028,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165893,3/24/11 2:21,38.132683,140.925717,Yes,49.40312251,353,N,Gamma,Yes,0.027,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165895,3/24/11 2:32,38.132683,140.925717,Yes,49.40312251,353,N,Gamma,Yes,0.015,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165897,3/24/11 3:18,38.14135,140.933333,Yes,49.94968999,353,N,Gamma,Yes,0.038,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165899,3/24/11 3:25,38.132683,140.925717,Yes,49.40312251,353,N,Gamma,Yes,0.026,mR/hr,DOD,Street_Address: NR;,N/A,N/A
165901,3/24/11 3:30,38.139567,140.9157,Yes,49.94181549,352,N,Gamma,Yes,0.027,mR/hr,DOD,Street_Address: NR;,N/A,N/A
